ntu|sensor|leitura
60|1|191
60|2|193
60|1|203
60|2|210
60|1|191
60|2|210
60|1|206
60|2|217
60|1|199
60|2|212
60|1|235
60|2|206
60|1|194
60|2|199
60|1|200
60|2|214
60|1|196
60|2|216
60|1|198
60|2|215
60|1|191
60|2|205
60|1|198
60|2|204
60|1|201
60|2|205
60|1|199
60|2|208
60|1|223
60|2|237
60|1|210
60|2|210
60|1|211
60|2|218
60|1|209
60|2|204
60|1|204
60|2|205
60|1|199
60|2|206
