ntu|sensor|leitura
120|1|120
120|2|126
120|1|115
120|2|148
120|1|136
120|2|78
120|1|127
120|2|116
120|1|132
120|2|109
120|1|124
120|2|121
120|1|118
120|2|114
120|1|137
120|2|147
120|1|111
120|2|105
120|1|134
120|2|110
120|1|140
120|2|96
120|1|149
120|2|123
120|1|135
120|2|108
120|1|127
120|2|106
120|1|126
120|2|102
120|1|130
120|2|104
120|1|129
120|2|99
120|1|129
120|2|98
120|1|120
120|2|123
120|1|127
120|2|101
120|1|140
120|2|106
120|1|139
120|2|110
120|1|137
120|2|123
120|1|159
120|2|125
120|1|138
120|2|114
120|1|126
120|2|110
120|1|128
120|2|107
120|1|110
120|2|117
120|1|121
120|2|97
120|1|122
120|2|127
120|1|131
120|2|103
120|1|139
120|2|110
120|1|127
120|2|96
120|1|148
120|2|113
120|1|116
120|2|98
120|1|127
120|2|113
120|1|126
120|2|113
120|1|141
120|2|84
120|1|122
120|2|116
120|1|128
120|2|110
120|1|137
120|2|137
120|1|124
120|2|89
120|1|148
120|2|128
120|1|120
120|2|110
120|1|139
120|2|110
120|1|132
120|2|127
120|1|152
120|2|121
120|1|131
120|2|107
120|1|134
120|2|111
120|1|125
120|2|106
120|1|125
120|2|109
120|1|121
120|2|108
120|1|122
120|2|104
120|1|144
120|2|118
120|1|119
120|2|105
120|1|135
120|2|113
120|1|144
120|2|112
120|1|118
120|2|107
120|1|130
120|2|113
120|1|126
120|2|107
120|1|132
120|2|112
120|1|127
120|2|98
120|1|144
120|2|113
120|1|137
120|2|98
120|1|129
120|2|117
120|1|115
120|2|117
120|1|139
120|2|122
120|1|149
120|2|114
120|1|128
120|2|118
120|1|138
120|2|126
120|1|135
120|2|119
120|1|133
120|2|121
120|1|127
120|2|111
120|1|123
120|2|117
120|1|135
120|2|111
120|1|142
120|2|103
120|1|128
120|2|113
120|1|119
120|2|128
120|1|129
120|2|123
120|1|140
120|2|128
120|1|113
120|2|114
120|1|130
120|2|90
120|1|110
120|2|145
120|1|111
120|2|98
120|1|157
120|2|106
120|1|135
120|2|114
120|1|143
120|2|124
120|1|113
120|2|97
120|1|147
120|2|129
120|1|139
120|2|118
120|1|140
120|2|111
120|1|104
120|2|98
120|1|138
120|2|120
120|1|142
120|2|110
120|1|141
120|2|117
120|1|163
120|2|130
120|1|118
120|2|103
120|1|146
120|2|121
120|1|126
120|2|126
120|1|119
120|2|116
120|1|121
120|2|122
120|1|126
120|2|139
120|1|130
120|2|56
120|1|146
120|2|105
120|1|140
120|2|120
120|1|137
120|2|121
120|1|136
120|2|121
120|1|120
120|2|112
120|1|148
120|2|107
120|1|129
120|2|120
120|1|141
120|2|121
120|1|138
120|2|141
120|1|117
120|2|115
120|1|142
120|2|119
120|1|121
120|2|112
120|1|134
120|2|103
120|1|133
120|2|105
120|1|146
120|2|114
120|1|126
120|2|113
